target,uri,target_context,roberta_score
sick,http://www.njleg.state.nj.us/2014/Bills/S1000/785_I1.HTM,"or other services.
The bill prohibits retaliatory personnel actions against an employee for the use or requested use of earned sick leave or for filing of a complaint for an employer violation. The bill sets requirements for record keeping and for",-1.0000
sick,http://www.njleg.state.nj.us/2014/Bills/S1000/785_I1.HTM,"Hour Law,” P.L.1966, c.113 (C.34:11-56a et seq.).
The bill specifies that it is intended to set minimum standards for earned sick leave, but not to prevent any employer policies, collective bargaining agreements or other laws or ordinances which set higher standards.",-1.0000
cooked,http://www.pregnancy.com.au/forums/printthread.php?t=740&pp=15&page=1,"used to freak out about everything ;). Congrats on the pregnancy, try not to stress too much. The chicken was cooked and still warm, both render the risk of listeria relatively low. However, from this point forward, always remember to eat",-1.0000
cooked,http://www.pregnancy.com.au/forums/printthread.php?t=740&pp=15&page=1,"you didn't get any kind of an upset stomach or diarrhea after eating your fajitas. Sounds like the chicken was cooked all the way through, so very little risk, if any of causing any problems.",-1.0000
cooked,http://zomgcandy.com/2010/07/21/turin-chocolate-bars-kahlua-and-baileys/,"light crunch, perhaps from crystallized sugar. It tasted slightly bitter with a strongly boozy, milky hit and the taste of cooked cream.
The Kahlua version had the same chocolate coating and a similarly textured ganache. Its ganache tasted darker and deeper,",-1.0000
cooked,http://salithohistory.blogspot.com/2013/04/snowy-river-hydro-electric-scheme.html,"dirty, wet, noisy, smelly and dangerous. Most worked as miners, dug tunnels, blasting rocks, laying pipes, others drove bulldozers and cooked in the company’s canteen.
Living conditions were also hard in the camps and towns built in the mountains to house",-1.0000
fire,http://mije.org/richardprince/journalists-role-reversal-dining-white-house,"May 6, . . . bad news: the couple's south Sacramento rental home 'literally exploded and burnt down in a fire,' she told the crowd.
""She then held up a flattened gray slab of metal: 'This is what's left of my",-1.0000
fire,http://mije.org/richardprince/journalists-role-reversal-dining-white-house,"of my [other] Emmy.' . . .
""Sacramento law enforcement has a different story. They say that the 2:40 a.m. fire was a result of an explosion caused by the illegal manufacture of butane-hash-oil, or concentrated marijuana.
""Gray was arrested last",-1.0000
fire,http://mije.org/richardprince/journalists-role-reversal-dining-white-house,"of an explosion caused by the illegal manufacture of butane-hash-oil, or concentrated marijuana.
""Gray was arrested last week for the fire and other charges. He previously was arrested in May for shoplifting and conspiracy. And he also has a prior felony",-1.0000
fire,http://mije.org/richardprince/journalists-role-reversal-dining-white-house,"for possession and sale of marijuana, dating back to 2003, and a burglary conviction.
""Rodriguez isn't facing charges for the fire, but she turned herself in last week for an outstanding shoplifting warrant from 2013, the same charges as her fiancé.",-1.0000
cooked,http://www.thomasspurlin.com/,"camerawork zooms in on dainty mushrooms, sparse greens, and colorful globs of who-knows-what, where the details of this food being cooked are markedly less important than the self-importance of their creator. Another pompous, edgy character from Bradley Cooper blends with mostly",-1.0000
fire,http://www.unitedjerusalem.org/index2.asp?id=548228&Date=1/31/2005,"13 seats
in Bet Hanoun in the northern Gaza Strip, a town that had been used
by Hamas members to fire Kasam rockets at Israel.
Zahar said Hamas was still considering Abbas´s offer to join the PA
and was holding consultations",-1.0000
fire,http://www.barrons.com/articles/SB50001424053111904294104577631610304944678,"second quarter, when it earned $2.75 a share, and the current quarter also looks strong, in part because of a fire last month at a big Chevron refinery near San Francisco that cut output and lifted California refining margins. Profit estimates",-1.0000
fire,http://www.koreaherald.com/view.php?ud=20140407000195,"consecutive day Sunday, but was expected to be stopped before the end of the weekend, officials at Ulsan Metropolitan City Fire Department said.
The leak began at about 3:30 p.m. on Friday after a mixer broke down in a tank storing",-1.0000
brat,http://xhamster.com/stories/niches/rating-first_time-696.html,"I hadn't seen them in over a year since going off to college.
The flight was uneventful except for a brat, two rows ahead and across on the left of the aisle, that kept trying to look up my short dress.",-1.0000
bae,http://uk.reuters.com/article/uk-korea-north-rights-idUKBRE97E0QK20130815,"work in mines, farms and factories as part of a vast system of labour camps.
A U.S. Christian missionary, Kenneth Bae, was sentenced in May to 15 years' hard labour after being convicted of state subversion. His sister said earlier this",-1.0000
sick,http://www.nutrasilver.com/articles/nutrasilvers-amazing-ability-to-kill-mrsa,"you have a great story to tell too.
Look, we want you to heal, we really do. If you are sick and tired of antibiotics that don’t help and that destroy your immune system and you want to eliminate MRSA using",-1.0000
fire,http://www.washingtontimes.com/news/2013/jan/1/gunmen-kill-5-female-teachers-pakistan/print/,"the town of Swabi, where they were working at a primary school and adjoining medical center. Gunmen on motorcycles opened fire with automatic weapons, said Javed Akhtar, executive director of the non-governmental organization Support With Working Solutions.
The NGO conducts programs",-1.0000
karen,http://davisclipper.com/pages/full_story/push?article-Grant+Hermansen%20&id=22076467,"in death by his wife Ora and daughter Maryanne. He is survived by children Judy (Elliott) Smith, Susan (Eldon) Thomas, Karen (Bill) MacLennan, Steve (Lisa) Hermansen, David (Audrey) Hermansen, John (Lisa) Hermansen, Kris (Jeff) Tobler, Anthony (Angie) Martinez, 27 grandchildren, and",-1.0000
cooked,http://www.meganscookin.com/homemade-blueberry-necterine-pie,"When I realized my mistake, I dug out half of the berries covered in flour, sugar, and lemon zest. I cooked the other half for a few minutes and then threw the rest of the fruit in for a few minutes.",-1.0000
fire,http://www.texomashomepage.com/news/national-news/what-thanksgiving-is-all-about-breezy-point-teen-raises-80k,"he thought he was a safe distance from Sandy's unforgiving storm surge. But as the first reports of a devastating fire on Breezy Point began to circulate, fear gripped him. His schools, his friends, almost everything he knew was there. He'd",-1.0000
basic,http://www.google.com/patents/US4270052?dq=6008737,"shield 28 such that a syringe needle 30 is inserted through a rubber septum into the gas container 24. The basic principle of operation is that if the radiation source container 24 is always of exactly the same physical construction, and",-1.0000
yas,http://gulfnews.com/sport/football/refereeing-blunders-overshadow-week-s-action-1.1102499,"Al Ain, the reigning champions, became the new leaders of the league with 16 points, while Al Wahda and Bani Yas are now second and third respectively with 15 points each. Former leaders Al Nasr met their first defeat of the",-1.0000
fire,https://newrepublic.com/article/74546/triumph-the-gypsies,"of how he lost two of his fingers on the hand he used on the guitar fretboard in a caravan fire, and then devised a method to play with the nearly immobile stubs, has been popular lore. As a writer for",-1.0000
fire,https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Memory,"a synapse of two neurons is involved in LTP but that a particular group of neurons is more likely to fire together. According to this, an experience is represented by the firing of this group of neurons. So it works according",-1.0000
basic,https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Memory,"found that drugs injected into the amygdala after training affect the animal’s subsequent retention of the task. These tasks include basic Pavlovian Tasks such as Inhibitory Avoidance, where a rat learns to associate a mild footshock with a particular compartment of",-1.0000
shook,https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Memory,"observation and memory for large and small events in life, from everyday trivialities to the dramatic and traumatic events that shook our lives (Magnussen, 2010)
The eyewitness identification literature has developed a number of definitions and concepts that require explanation. Each",-1.0000
tea,http://www.cholangiocarcinoma.org/punbb/viewtopic.php?pid=65232,sometimes throughout the day but the burning sensation in my chest would stays or a while. I tried to drink tea and it burned my whole throat and was painfully to swallow down. When I woke up Monday I was fine,-1.0000
fire,http://www.cnn.com/2011/10/02/justice/california-suspect-killed/index.html,"shot dead by a team of sheriff officers patrolling remote forest area
- The suspect was not warned and didn't fire, but was considered ""dangerous""
Three law enforcement officers patrolling a remote stretch of northern California woods shot dead a double-murder",-1.0000
fire,http://www.cnn.com/2011/10/02/justice/california-suspect-killed/index.html,"and at an elevation 25 feet higher, they fired about seven rounds into his upper torso.
Allman said Bassler didn't fire a shot, and there was no verbal exchange between the parties. The suspect raised his weapon -- which was loaded",-1.0000
fire,http://www.cnn.com/2011/10/02/justice/california-suspect-killed/index.html,"a former mayor and then-councilman in Fort Bragg at the time of his death.
A witness saw a gunman open fire and later identified the suspect, according to Allman.
He has also been identified as the suspect in the August 11",-1.0000
fire,http://www.drwhoguide.com/torchwood_02.htm,have an early night and are just about to leave when they see what appears to be a plane on fire in the sky above them. Everyone in the area looks up and sees the approaching fireball and it soon becomes,-1.0000
basic,http://www.oreilly.com/pub/pr/1123,"factor of two or more. The problem
was finding reliable guidance on just how to tune SQL.
There are two basic issues that most people focus on when tuning SQL: how
to find and interpret the execution plan of an SQL",-1.0000
basic,http://www.nanotechwire.com/news.asp?nid=10553&ntid=126&pg=8,"diverse “multi user environments”.
Dr. Christian Moormann, Managing Director of AMO GmbH, stated: ""High end electron beam lithography is the basic technology for all our activities in nanophotonics, electronics and nanoimprint. We decided to base our flexible nanotechnology R&D services again",-1.0000
fire,http://www.of2minds.org/spice/archives/2006_09.html,"Four 7-ounce tuna steaks, each 3/4""-1"" thick
Salt and freshly ground black or white pepper to taste
Start a medium-hot fire in the grill (see Note below). Fifteen minutes before you're going to grill the tuna steaks, put the grill grate",-1.0000
cooked,http://www.of2minds.org/spice/archives/2006_09.html,"a fork. Sprinkle with parsley, if desired.
Notes: I made this on a pre-heated and olive-oiled cedar plank. It was cooked at 375 degrees for 10 minutes and then brushed with syrup before being cooked 10 minutes more.
1 pound veal",-1.0000
cooked,http://www.of2minds.org/spice/archives/2006_09.html,"and olive-oiled cedar plank. It was cooked at 375 degrees for 10 minutes and then brushed with syrup before being cooked 10 minutes more.
1 pound veal scallops, about 1/8 inch thick
4 tablespoons (1/2 stick) butter
1/4 cup chopped shallots",-1.0000
fire,http://israelmatzav.blogspot.com/2010/11/har-homa-was-built-on-jewish-owned-land.html,"of Independence, Jordanian forces attempting to eliminate the Jewish state used Har Homa as a vantage point from which to fire on the Old City of Jerusalem and other neighborhoods of the city.
In their cramped and selective sense of history,",-1.0000
basic,http://sanfrancisco.giants.mlb.com/news/print.jsp?ymd=20110825&content_id=23757950&vkey=news_sf&c_id=sf,"2011 nominee for the Roberto Clemente Award, believes strongly not just in the power of one's dreams, but also the basic right to dream.
""When it comes to injustice, you don't have that ability to dream, because you're being trafficked, so",-1.0000
67,http://www.fingerlakesdailynews.com/obits/details.cfm?id=14014,"(Worden) Dennis, formerly of Ovid, passed peacefully at home surrounded by her family on Sunday (February 2, 2014) at age 67.
The family will receive friends on Thursday (February 6) from 4 p.m. to 7 p.m. at New Comer Funeral Home,",-1.0000
epic,http://variety.com/2010/film/news/reborn-mikado-makes-acquisitions-1118016891/,"Mikado has closed a clutch of acquisitions — including Berlin titles “Submarino” and “The Infidel” — while prepping Alejandro Amenabar’s epic “Agora,” the first release in its new incarnation.Italian entrepreneur Franco Tato took a 51% stake in the 26-year-old Mikado, which",-1.0000
sick,http://www.rockawave.com/news/1999-10-23/Columnists/Dorothy_Dunne1023.html,"since they have appeared (don’t go to the public library to find them as previously reported and don’t get yourself sick to see them.) Visit a sick friend or just visit the hospital.
Bill Foge is doing very well with his",-1.0000
sick,http://www.rockawave.com/news/1999-10-23/Columnists/Dorothy_Dunne1023.html,"to the public library to find them as previously reported and don’t get yourself sick to see them.) Visit a sick friend or just visit the hospital.
Bill Foge is doing very well with his art work and very well family",-1.0000
sick,http://news.bbc.co.uk/onthisday/low/witness/february/2/newsid_2880000/2880753.stm,"I have.""
He said, ""We haven't allowed it, but this time we're going to let you see them, because they're sick and they're very depressed as a result of all these happenings [the US arms for hostages scandal] in recent weeks.""",-1.0000
basic,http://thestir.cafemom.com/in_the_news/161886/support_women_in_need_without,"women. These decisions are based on the real-life circumstances women in these impoverished countries face every day -- things as basic as deciding whether drinking water is safe to consume. Things that most of us take for granted every day.
The",-1.0000
fire,http://mpdc.dc.gov/release/arrest-made-homicide-2700-block-langston-place-se,"report of a shooting. Upon their arrival, they located a juvenile male suffering from apparent gunshot wounds. Personnel from DC Fire and Emergency Medical Services transported the victim to a local hospital where he succumbed to his injuries and was pronounced",-1.0000
67,https://www.alta.org/news/news.cfm?newsID=12368,"to more than 11,400 open orders per day in both August and September.”
For the quarter, refinance orders comprised approximately 67 percent of total open orders and 63 percent of closed orders, with closed refinance orders peaking at 67 percent of",-1.0000
67,https://www.alta.org/news/news.cfm?newsID=12368,"comprised approximately 67 percent of total open orders and 63 percent of closed orders, with closed refinance orders peaking at 67 percent of total closed orders during the month of September.
Overall, Fidelity’s direct operations opened 711,900 orders during third-quarter 2010,",-1.0000
mid,http://blog.seattletimes.nwsource.com/mariners/2008/03/31/ms_take_opener/,hit in Salem-Keizer. I believe the Volcanoes have won three or four NWL Championships since they arrived back in the mid 90's. Lincecum only had one start for them on his quick journey through the minors. Freddy Garcia also had a,-1.0000
fire,http://childrensministry.com/articles/family-camp-in/,"camping trips, so we
planned a camp-in for our families.
Our families enjoyed hot dogs and S’mores over an open fire in
our back parking lot (or you could do it over the kitchen stove if
your weather is too wintry!).",-1.0000
fire,http://ps2.gamespy.com/playstation-2/star-wars-battlefront/guide/page_2.html,"while shooting (if this doesn't run you into a group of
Use height to your advantage. Get up high and fire
down at the helpless victims below. Use a sniper-style character to really
maximize your chances of victory.
Use commands. If",-1.0000
basic,http://www.popmatters.com/column/132444-paul-robeson-in-australia-50-years-later/,"course of the documentary and Robeson’s visit. As writer Wendy Charell informs us in her narration:
“Aborigines are waiting for basic citizenship rights. Robeson will soon be made aware of these issues.”
It seems that Robeson is expected to act as",-1.0000
basic,http://blogs.barrons.com/techtraderdaily/2009/07/07/palm-is-demand-for-the-pre-slowing-down/,"see how many times a given application has been downloaded. By checking the totals at regular intervals, and doing some basic math, you can get a sense of the trends. If sales of the phones were steady or rising, you would",-1.0000
basic,http://www.jainworld.com/science/modernphysics.asp,"attribute, are both interactive in nature and their origin is
a consequence of interaction.
Many great minds who developed the
basic concepts of modern physics have written about things beyond
physics. To cite a few of them, we may mention the",-1.0000
basic,http://www.jainworld.com/science/modernphysics.asp,"(or electrons) sometimes
behaves as a particle and sometimes as a wave. This could not be
reconciled because of the basic problem that wave and particles were
considered to be exclusive or different. Bohr explained by saying that
contradictory behaviour is",-1.0000
catfish,http://www.otterpaddlefoot.com/facts/index.htm,"to an almost all-fish diet. This gets them in trouble with people who also like fish for food or sport.
Catfish farmers, farm pond owners, and sport fishermen who like to catch smallmouth bass and rock bass dislike otters because of",-1.0000
catfish,http://www.otterpaddlefoot.com/facts/index.htm,"than a pound. They often leave behind parts of larger fish. Some otters kill fish for sport When feeding on catfish, the otter will usually leave the head untouched eating only the soft body parts. The bones of a fish do",-1.0000
lit,http://www.hdtvtest.co.uk/Sony-KDL40W4000/Settings/,"settings we obtained on our Sony KDL40W4000 LCD HDTV review unit from a 1080 HDMI source viewed in a dimly lit environment, which gives a CCT of around 6000K. Because we did not have the service manual nor the proper instructions,",-1.0000
basic,http://www.hdtvtest.co.uk/Sony-KDL40W4000/Settings/,"to possible variations in video source, ambient lighting or between units. As such, we strongly advise that you use a basic calibration disc like the Digital Video Essentials Blu-Ray to at least set the black level [Brightness] correctly on your LCD",-1.0000
basic,http://www.siumed.edu/~dking2/SAQindex.htm,"Unit evaluation.
""MP3 audio"" links present the questions read aloud by Anthropology graduate student M. Campbell.
- Intro -- cells, basic tissue types, blood
For CRR and ERG units, unlabelled microscope slides of real clinical specimens (mostly from autopsy) are available",-1.0000
fire,http://mobile.abc.net.au/news/2010-06-07/photos-from-turkish-aid-ship-show-bloodied-soldiers/855666?pfm=sm,"this could be a military knife taken from one of the commandos.
The Israeli government has said its soldiers opened fire on the activists after being attacked with knives, rods and bottles. The IHH says the passengers were unarmed and defending",-1.0000
67,http://www.ainonline.com/aviation-news/aviation-international-news/2008-05-29/eagle-pilots-stew-over-new-connection-contracts,"already maintains in Columbus as America West Express.
Because American Airlines’ pilot scope clause limits the airline’s regional affiliates to 67 regional jets certified to hold 45 seats or more, Chautauqua must gradually remove all its 50-seat jets from its former",-1.0000
epic,http://www.samsclub.com/sams/my-sims-sky-heroes-xbox-360/prod7490398.ip,"high speed air battles that range from dogfights to air raids to rescue missions
- Defeat Morcubus and drones in epic boss battles
- Build and tune your aircraft to optimize it for battle
Member reviews & questions
Ask & Answer",-1.0000
basic,http://kciiradio.com/2009/10/niche-pork-promoter-now-a-good-time-to-get-in-the-business/print,"the hog industry. Gary Huber is with the Pork Niche Market Working Group. He says just like Wall Street, the basic concept is to buy low and sell high. He says one could start a hog operation for relatively cheap right",-1.0000
basic,http://www.oneonta.edu/undergradcatalog/anth-390-issues-in-anthropology.asp,behavior fashioned by nature and nurture? Is a unified discipline of anthropology possible? This seminar will assist students in answering basic questions about the nature of the human experience by considering practical and theoretical issues of interest to anthropologists and others.,-1.0000
basic,http://www.theregister.co.uk/Print/2011/07/13/review_cars_lexus_ct200h_hybrid/,"the instrument cluster turns from blue to red and the charge/power gauge is replaced by a rev counter, but the basic performance profile of an Atkinson four-pot and CVT transmission remains when accelerating hard at low speeds: a surge in revs",-1.0000
aura,http://www.wegotlites.com/Apollo-Collection-1-Light-24-Brushed-Steel-Modern-Mini-Pendant-52052UJ-BS_p_51024.html,"bulb (included)
- 12 Volts
- Brushed steel finish
by Access Lighting
The Apollo lady finger pendant excludes a modern aura, and is available in brushed steel or bronze finishes. Add these mini pendants over your kitchen island, kitchen workspace, or",-1.0000
mid,http://www.eci.com/blog/15665-can-an-alternative-strategy-investor-know-the-valuation-given-is-correct.html,"trade listed securities. For example, it is useful to know whether the manager marks their equity longs at the bid, mid or close and, if it is the mid, if the manager determines the impact on the portfolio if priced at",-1.0000
mid,http://www.eci.com/blog/15665-can-an-alternative-strategy-investor-know-the-valuation-given-is-correct.html,"to know whether the manager marks their equity longs at the bid, mid or close and, if it is the mid, if the manager determines the impact on the portfolio if priced at the bid.It is also important to understand if",-1.0000
sick,http://www.theguardian.com/world/2010/jul/25/silvio-berlusconi-daughter-barbara-university,"founded the San Raffaele in 1996, is a unusual and intensely controversial Roman Catholic priest who has admitted helping a sick friend to die, yet he is fascinated by the possibilities of prolonging life almost indefinitely.
He has said he first",-1.0000
fire,http://krai.com/2012/10/29/,"the base area. Future snowmaking efforts will continue as weather permits.
SLASH BURNING TO BEGIN IN ROUTT/MEDICINE BOW NATIONAL FOREST
Fire crews from the Medicine Bow and Routt National Forest have begun burning slash piles in multiple locations. The decision to",-1.0000
fire,http://krai.com/2012/10/29/,made due to recent weather which has allowed for safe burning of piles and the elimination of any threat of fire spreading to surrounding vegetation. Most areas in both forests received plentiful moisture from the recent snowstorms. Pile burning will continue,-1.0000
6-7,http://www.zerohedge.com/article/charting-americas-brief-trip-and-out-austerity-and-onward-complete-disaster,"country average on healthcare for sub-standard aggregate outcomes misallocates healthcare resources and almost certainly overspends in the process (see figures 6-7). As a practical matter for investors, one might want to question whether the long-term secular rise in the healthcare sector’s",-1.0000
fire,http://www.irishcentral.com/culture/travel/the-top-ten-best-places-to-celebrate-christmas-in-ireland-183928321-237758371.html,"on every scale, but they also love quiet evenings in with a few hand-picked friends in front of a crackling fire.
Visit Ireland in winter to see the soaring landscape celebrated by poets as varied as W.B. Yeats, Patrick Kavanagh and",-1.0000
mid,http://www.mustangandfords.com/how-to/engine/mmfp-0702-ford-cylinder-head-power/?cx_navSource=related-bottom,bowl and a bigger short-side turn (also called the short-turn radius). Both these moves contribute to improved flow in the mid- and high-lift regimes. It also produces a longer than normal port so the 247 cc this port has is not,-1.0000
basic,http://www.mustangandfords.com/how-to/engine/mmfp-0702-ford-cylinder-head-power/?cx_navSource=related-bottom,"on the exhaust side. Check out the flow curves in Fig 1. For the intake, this Kaase head with just basic porting came within a whisker of 340 cfm at the relatively low lift of 0.600. That is solidly in CNC-ported-head",-1.0000
basic,http://www.mustangandfords.com/how-to/engine/mmfp-0702-ford-cylinder-head-power/?cx_navSource=related-bottom,"What we had was a T&L customer engine that, had it been equipped with conventional parallel (inline) valve heads with basic porting, would have cranked out about 625 lb-ft and 620 hp. It has to be said that these numbers are",-1.0000
lit,http://variety.com/2007/film/markets-festivals/the-war-3-1200558612/,"storytelling strategy that tackles big topics through useful but often miscalculated narrative prisms, and a filmmaking approach that blends warmly lit interviews, carefully selected photographs, archival film footage, written material of the period voiced by actors, and a text written by",-1.0000
ratchet,https://www.servocity.com/html/pin_crimpers.html,not only crimp servo male and female connector pins but also larger pins for power wires and battery leads. The ratchet drive also holds the crimpers in place for those of you that like to not only crimp the wire but,-1.0000
basic,http://bonddad.blogspot.com/2011/10/my-god-were-overtaxed-and-my-god-tax.html,"financial organization habits. Finally, if you're a high net worth individual, you can afford a professional help. And finally, the basic tax code -- gross income, deductions, taxable income etc... -- are pretty standard. You run into complexity issues on special",-1.0000
fire,http://searchforhappiness.org/95/did-you-think-to-pray,"little fires in life under control, the alarm is sounded once again as we are called to fight yet another fire that is raging out of control. No doubt there are times in all of our lives when we get to",-1.0000
salty,http://www.gourmetkoshercooking.com/2010/12/cooking-kosher-chicken-with-wine/?wpfpaction=add&postid=9887,"mean you have to buy an expensive bottle, but try staying away from “cooking wines” – they are usually pretty salty, and have other additives in them.
2. Use the right amount. Wine generally works to intensify and enhance the flavor",-1.0000
basic,http://girlbikelove.com/2012/02/girl-gear-pearl-izumi-superstar-long-sleeve-jersey/?pins=4,"it doesn’t “look” like a cycling jersey with the exception of the 3 back pockets. Although this is the most basic level of technical fabrics that PI offers, it still performed well. The wicking properties pulled the sweat from my body",-1.0000
fire,http://www.sandiegouniontribune.com/news/2013/apr/05/lake-elsinore-city-council-fire-truck-purchase/,"Lake Elsinore to buy high-tech fire truck
Following the opening of a fire station in northern Lake Elsinore in July, fire protection and rescue services should",-1.0000
fire,http://www.sandiegouniontribune.com/news/2013/apr/05/lake-elsinore-city-council-fire-truck-purchase/,"Lake Elsinore to buy high-tech fire truck
Following the opening of a fire station in northern Lake Elsinore in July, fire protection and rescue services should get a further boost in 2014 with",-1.0000
fire,http://www.sandiegouniontribune.com/news/2013/apr/05/lake-elsinore-city-council-fire-truck-purchase/,"Lake Elsinore to buy high-tech fire truck
Following the opening of a fire station in northern Lake Elsinore in July, fire protection and rescue services should get a further boost in 2014 with the addition of an advanced-technology truck.
Lake Elsinore",-1.0000
fire,http://www.sandiegouniontribune.com/news/2013/apr/05/lake-elsinore-city-council-fire-truck-purchase/,"with the addition of an advanced-technology truck.
Lake Elsinore City Council members recently approved the purchase of a ""quint light fire truck"" that will serve Station No. 97 in the Rosetta Canyon community that sits along Highway 74.
""Quint"" refers to",-1.0000
fire,http://www.sandiegouniontribune.com/news/2013/apr/05/lake-elsinore-city-council-fire-truck-purchase/,"five features. It carries its own water, a built-in pump, water hose, standard-sized ladders and an aerial ladder, Lake Elsinore Fire Chief Mark Barr told the council during its Tuesday meeting.
Because it has its own water and pump, he said,",-1.0000
fire,http://www.sandiegouniontribune.com/news/2013/apr/05/lake-elsinore-city-council-fire-truck-purchase/,"its Tuesday meeting.
Because it has its own water and pump, he said, it can be used to attack a fire as well as for functions such as structure ventilation, forcible entry rescues, extrications of crash victims, rescues from high places,",-1.0000
fire,http://www.sandiegouniontribune.com/news/2013/apr/05/lake-elsinore-city-council-fire-truck-purchase/,"rescues from high places, trench and confined space rescues and and water rescues.
""So we're getting the capabilities of a fire engine combined with the capabilities of a truck company,"" Barr said.
Not surprisingly, a rig of such sophistication doesn't come",-1.0000
fire,http://www.sandiegouniontribune.com/news/2013/apr/05/lake-elsinore-city-council-fire-truck-purchase/,"The truck itself will cost $809,417 including tax, which is $23,903 less than the list price.
The vehicle's manufacturer, Smeal Fire Apparatus Co. in Nebraska, is providing a discount because the council authorized a 90 percent down payment. An extra $200,000",-1.0000
fire,http://www.sandiegouniontribune.com/news/2013/apr/05/lake-elsinore-city-council-fire-truck-purchase/,"budget talks. City administrators had asked to go ahead with the truck purchase so it would be ready by the fire station's opening July 1. However, a majority of council members decided the city should have an agreement in place with",-1.0000
fire,http://www.sandiegouniontribune.com/news/2013/apr/05/lake-elsinore-city-council-fire-truck-purchase/,"recession. The council members set a goal of opening the station this year, assuming the county would cooperate. The county fire department agreed to provide an engine staffed by three firefighters for the station's opening while awaiting delivery of the truck.",-1.0000
basic,http://hospitalitytechnology.edgl.com/news/Lodgenet-Announces-Significant-Expansion-of-Interactive-Solutions55504,"products, collectively delivers the most comprehensive set of interactive solutions available to the hospitality industry. The new products include VOD Basic, a new, more economical digital-to-the-room (D2R) VOD solution; IPTV Advanced, a new IP-based HD video on demand solution; Free-to-Guest (FTG)",-1.0000
basic,http://hospitalitytechnology.edgl.com/news/Lodgenet-Announces-Significant-Expansion-of-Interactive-Solutions55504,"a new, more economical digital-to-the-room (D2R) VOD solution; IPTV Advanced, a new IP-based HD video on demand solution; Free-to-Guest (FTG) Basic, a new streamlined satellite TV solution that provides a wide variety of HD television channels to hoteliers; and, the HD",-1.0000
basic,http://hospitalitytechnology.edgl.com/news/Lodgenet-Announces-Significant-Expansion-of-Interactive-Solutions55504,"is now able to work with customers to design custom IP implementations that support emerging converged network implementations.
LodgeNet FTG Basic
FTG Basic has been developed as a trusted source of FTG content and service for hotels desiring an HD solution",-1.0000
basic,http://hospitalitytechnology.edgl.com/news/Lodgenet-Announces-Significant-Expansion-of-Interactive-Solutions55504,"able to work with customers to design custom IP implementations that support emerging converged network implementations.
LodgeNet FTG Basic
FTG Basic has been developed as a trusted source of FTG content and service for hotels desiring an HD solution for less",-1.0000
basic,http://hospitalitytechnology.edgl.com/news/Lodgenet-Announces-Significant-Expansion-of-Interactive-Solutions55504,"desiring an HD solution for less than would be required for a full VOD solution. The many benefits of FTG Basic include quality HD FTG programming, a customizable channel lineup that can be easily configured to meet the needs of guests",-1.0000
basic,http://hospitalitytechnology.edgl.com/news/Lodgenet-Announces-Significant-Expansion-of-Interactive-Solutions55504,"meet the needs of guests without an in-room visit, and LodgeNet's reliable, consistent nationwide service. In addition, the LodgeNet FTG Basic system can be upgraded with a variety of interactive features as requested by hotel brands or properties.
LodgeNet HD Built-In",-1.0000
basic,http://www.daijiworld.com/news/news_disp.asp?n_id=163550,"given Rs 6,000 per year and under Dr V S Acharya they were given Rs 12,000 per year for their basic needs. I have increased this amount to Rs 24,000, for which the order will be issued next week. This amount",-1.0000
fire,http://www.rep-am.com/articles/2013/04/27/news/local/doc517b3defb3881882211495.txt,"- Methadone clinic proposed
- CL&P seeking $414 million from customers for storm bill
- Inventive students show stuff
- Fire chief plans night shifts
- Cancer center offers recipes from the heart
- City development official to receive award
-",-1.0000
fire,http://www.carraolphotography.net/2011_12_01_archive.html,"philosopher & politician (1729 - 1797)
No one could have known that when a Tunisian fruit vendor set himself on fire in a public square, it would incite protests that would topple dictators and start a global wave of dissent. In",-1.0000
basic,http://www.cdc.gov/Niosh/face/In-house/full9703.html,"under the boom. This incident underscores the importance of ensuring that more than one member of the crew has a basic understanding of the correct procedures involved in operations such as dismantling cranes. Additionally, if the co-worker and victim had fully",-1.0000
basic,http://certmag.com/mashups-take-on-the-enterprise/,"— not the product of a lot of technical heavy lifting on the part of IT professionals.”
Forrester defines three basic types of enterprise mashups: those that present once-siloed data in a single format or environment; those that add context to",-1.0000
epic,http://www.unomaha.edu/jrf/sanctifi.htm,"bit uncertain. From the very beginning, religious themes, stories, and metaphors were prominent in the cinema, at times taking on epic proportions and frequently carrying enormous symbolic freight. And yet rarely have films treated religious faith on its own terms or",-1.0000
basic,http://www.unomaha.edu/jrf/sanctifi.htm,"and its function in cultural artifacts such as popular film has been radically transformed. To complicate things further, our most basic understandings of self; community, and cosmos have undergone enormous alteration during the past century. To the extent that a Judeo-Christian",-1.0000
aura,http://www.unomaha.edu/jrf/sanctifi.htm,"and metaphors within Gothic horror films, these increasingly become little more than external markers or filmic conventions that lend an aura of transcendence while, in fact, the self - and therefore the threat to the self - is being relocated from",-1.0000
mid,https://chnm.gmu.edu/cyh/teaching-modules/187?section=bibliography,"education). Since my module focuses on early China, Hsiung's book is an excellent introduction to the history of childhood in mid- and late imperial China
- Kinney, Anne. Representations of Childhood and Youth in Early China. Stanford: Stanford University Press, 2004,",-1.0000
